Name,Median price,Quarterly growth,12-month growth,Average Annual Growth,Weekly median advertised rent,Number of sales,Gross rental yield,Days on market
NARWEE,"$1,085,000",9.60%,13.98%,7.29%,$585,28,2.80%,47.0909090909091
NASHDALE,"$811,250",N/A,N/A,N/A,N/A,10,N/A,N/A
NASHUA,,,,,,,,
NATTAI,,,,,,,,
NEATH,"$343,069",1.73%,4.12%,9.18%,$275,10,4.17%,29.142857
NEILREX,,,,,,,,
NELLIGEN,"$477,500",3.32%,5.38%,7.84%,N/A,10,N/A,N/A
NELSON,,,,,,,,
NELSON,,,,,,,,
NELSON BAY,"$640,000",0.00%,1.79%,4.94%,$450,113,3.66%,78.7384615384615
NELSONS PLAINS,,,,,,,,
NELUNGALOO,,,,,,,,
NEMINGHA,"$269,000",-5.61%,-18.48%,-22.16%,N/A,13,N/A,N/A
NERICON,,,,,,,,
NERONG,"$300,000",7.14%,15.38%,15.38%,N/A,10,N/A,127
NERRIGA,,,,,,,,
NERRIGUNDAH,,,,,,,,
NETHERCOTE,"$425,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NEUREA,,,,,,,,
NEUTRAL BAY,"$2,250,000",-3.64%,-11.45%,8.07%,$850,46,1.96%,N/A
NEUTRAL BAY JUNCTION,,,,,,,,
NEVERTIRE,,,,,,,,
NEVILLE,"$202,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NEW BERRIMA,"$509,000",N/A,6.04%,5.49%,N/A,10,N/A,71.9
NEW BRIGHTON,"$1,185,000",0.00%,-1.86%,13.60%,N/A,10,N/A,N/A
NEW LAMBTON,"$717,500",-0.35%,-5.41%,6.53%,$455,155,3.30%,58
NEW LAMBTON HEIGHTS,"$788,000",7.95%,6.67%,5.58%,$490,35,3.23%,54.7727272727273
NEW PARK,,,,,,,,
NEWBRIDGE,"$420,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NEWCASTLE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEWCASTLE EAST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEWCASTLE UNIVERSITY,,,,,,,,
NEWCASTLE WEST,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEWEE CREEK,"$570,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NEWINGTON,"$1,252,500",4.38%,5.25%,7.56%,$750,23,3.11%,68.7272727272727
NEWPORT,"$1,858,650",4.71%,3.26%,6.63%,$875,110,2.45%,48.0909090909091
NEWPORT BEACH,,,,,,,,
NEWRYBAR,"$2,414,430",6.96%,N/A,N/A,N/A,11,N/A,N/A
NEWTON BOYD,,,,,,,,
NEWTOWN,"$1,400,000",2.00%,7.69%,6.95%,$750,165,2.79%,44.5185185185185
NIAGARA PARK,"$635,000",2.75%,14.00%,7.20%,$450,31,3.69%,47.7826086956522
NIANGALA,,,,,,,,
NIMBIN,"$427,500",-0.58%,3.64%,9.07%,$400,27,4.87%,112.105263157895
NIMMITABEL,"$171,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NOBBYS CREEK,"$710,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NORAH HEAD,"$844,500",-6.06%,-11.11%,6.60%,$410,12,2.52%,51.8
NORAVILLE,"$560,000",4.48%,0.00%,6.48%,$390,47,3.62%,75.8333333333333
NORDS WHARF,"$710,000",-0.35%,N/A,7.13%,$373,12,2.73%,N/A
NORFOLK ISLAND,,,,,,,,
NORMANHURST,"$1,344,000",5.95%,16.62%,7.41%,$650,50,2.51%,40.5263157894737
NORTH ALBURY,"$239,500",1.05%,-2.24%,1.67%,$280,114,6.08%,74.2054794520548
NORTH ARM,,,,,,,,
NORTH ARM COVE,"$475,000",28.38%,28.38%,7.97%,$370,22,4.05%,N/A
NORTH AVOCA,"$928,750",0.00%,-9.83%,4.85%,$575,42,3.22%,82.6153846153846
NORTH BALGOWLAH,"$2,000,000",-3.15%,-2.44%,6.75%,"$1,100",63,2.86%,N/A
NORTH BATEMANS BAY,"$700,000",4.48%,N/A,-14.16%,N/A,15,N/A,86.25
NORTH BOAMBEE VALLEY,"$607,500",5.19%,18.65%,6.72%,$503,28,4.30%,69.2
NORTH BONDI,"$3,025,000",8.23%,22.22%,7.35%,"$1,250",87,2.15%,49.875
NORTH CASINO,"$625,000",0.81%,19.05%,6.38%,N/A,11,N/A,N/A
NORTH CURL CURL,"$2,332,500",4.13%,7.24%,7.67%,"$1,055",48,2.35%,74.7
NORTH DORRIGO,"$415,000",8.50%,N/A,N/A,N/A,12,N/A,N/A
NORTH EPPING,"$1,502,500",10.48%,18.13%,7.20%,$650,34,2.25%,79.1
NORTH GOSFORD,"$631,500",3.10%,7.49%,7.03%,$428,50,3.52%,35.76
NORTH HAVEN,"$537,500",-11.38%,1.65%,5.96%,$395,21,3.82%,64.3333333333333
NORTH LAMBTON,"$558,000",1.45%,5.28%,5.28%,$400,76,3.73%,69.9649122807018
NORTH LISMORE,"$335,000",-2.55%,3.08%,6.78%,N/A,15,N/A,N/A
NORTH MACKSVILLE,"$387,500",4.05%,N/A,-2.94%,N/A,12,N/A,N/A
NORTH MANLY,"$1,927,000",3.91%,16.44%,7.07%,$925,39,2.50%,34.0769230769231
NORTH NAROOMA,"$561,500",-4.83%,-1.06%,2.29%,N/A,20,N/A,124.777777777778
NORTH NARRABEEN,"$1,500,000",2.74%,8.50%,6.93%,$850,60,2.95%,57.3636363636364
NORTH NOWRA,"$485,000",0.83%,0.00%,5.87%,$428,119,4.58%,117.346153846154
NORTH PARRAMATTA,"$1,038,000",0.29%,-1.61%,8.52%,$500,32,2.50%,81
NORTH RICHMOND,"$680,000",-2.16%,-8.11%,5.64%,$440,99,3.36%,79.921568627451
NORTH ROCKS,"$1,256,750",2.17%,14.88%,8.07%,$550,83,2.28%,29.4583333333333
NORTH ROTHBURY,"$412,500",-4.29%,-4.07%,3.89%,$440,59,5.55%,107.142857142857
NORTH RYDE,"$1,570,000",1.29%,9.79%,8.01%,$650,111,2.15%,58.8333333333333
NORTH SHORE,"$437,000",-7.51%,N/A,N/A,N/A,10,N/A,N/A
NORTH ST MARYS,"$556,500",1.60%,7.54%,8.26%,$340,36,3.18%,56.3333333333333
NORTH STAR,,,,,,,,
NORTH STRATHFIELD,"$1,710,000",0.59%,2.40%,9.85%,$720,22,2.19%,N/A
NORTH SYDNEY,"$2,031,000",-3.29%,-7.68%,9.35%,$875,16,2.24%,N/A
NORTH SYDNEY SHOPPINGWORLD,,,,,,,,
NORTH TAMWORTH,"$372,000",-3.63%,-12.88%,4.41%,$375,100,5.24%,101.771929824561
NORTH TUMBULGUM,,,,,,,,
NORTH TURRAMURRA,"$1,757,500",2.33%,9.84%,7.02%,"$1,050",51,3.11%,94.4090909090909
NORTH WAGGA WAGGA,"$194,000",-28.15%,N/A,N/A,$320,13,8.58%,N/A
NORTH WAHROONGA,"$1,688,000",0.69%,1.38%,6.52%,"$1,025",25,3.16%,61.9090909090909
NORTH WILLOUGHBY,"$2,815,000",13.14%,29.28%,8.59%,$935,39,1.73%,N/A
NORTH WOLLONGONG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTH YEOVAL,,,,,,,,
NORTHBRIDGE,"$3,050,000",-1.21%,-3.17%,6.52%,"$1,200",60,2.05%,50
NORTHMEAD,"$990,000",4.21%,1.43%,6.79%,$490,81,2.57%,52.1935483870968
NORTHWOOD,"$3,710,000",17.55%,34.18%,12.44%,"$1,600",11,2.24%,N/A
NOWENDOC,,,,,,,,
NOWRA,"$425,000",2.41%,1.19%,6.99%,$380,136,4.65%,113.449438202247
NOWRA DC,,,,,,,,
NOWRA EAST,,,,,,,,
NOWRA HILL,"$850,000",18.88%,1.19%,6.51%,N/A,11,N/A,N/A
NULKABA,"$438,750",-2.50%,-30.36%,1.04%,N/A,12,N/A,N/A
NULLAMANNA,,,,,,,,
NUMBAA,,,,,,,,
NUMBLA VALE,,,,,,,,
NUMBUGGA,,,,,,,,
NUMERALLA,"$242,000",N/A,N/A,N/A,N/A,10,N/A,N/A
NUMINBAH,,,,,,,,
NUMULGI,,,,,,,,
NUNDERI,"$774,000",1.18%,0.91%,8.77%,N/A,12,N/A,N/A
NUNDLE,"$250,000",N/A,13.12%,4.92%,N/A,10,N/A,N/A
NYMAGEE,,,,,,,,
NYMBOIDA,"$315,000",-4.87%,-5.09%,-3.40%,N/A,11,N/A,N/A
NYNGAN,"$170,000",1.49%,6.25%,0.87%,N/A,20,N/A,N/A
O'CONNELL,"$700,000",0.00%,N/A,12.79%,N/A,11,N/A,N/A
OAK FLATS,"$567,500",-0.44%,-9.56%,5.74%,$470,95,4.31%,76.1666666666667
OAK FLATS DC,,,,,,,,
OAKDALE,"$550,000",0.00%,-16.06%,4.35%,$410,21,3.88%,93
OAKHAMPTON,,,,,,,,
OAKHAMPTON HEIGHTS,,,,,,,,
OAKHURST,"$643,000",2.06%,4.89%,6.61%,$400,62,3.23%,44.9777777777778
OAKLANDS,"$131,000",N/A,N/A,N/A,N/A,10,N/A,N/A
OAKVILLE,"$1,795,000",-3.49%,N/A,14.39%,N/A,12,N/A,N/A
OAKWOOD,,,,,,,,
OATLANDS,"$1,450,000",2.47%,-2.03%,6.48%,$600,47,2.15%,63.7333333333333
OATLEY,"$1,600,000",0.95%,-3.03%,6.26%,$620,96,2.02%,71.9545454545455
OBERNE CREEK,,,,,,,,
OBERON,"$350,000",2.79%,2.94%,4.68%,$330,60,4.90%,105.243243243243
OBLEY,,,,,,,,
OCEAN SHORES,"$752,500",0.33%,3.79%,5.42%,$590,86,4.08%,115.551020408163
OLD ADAMINABY,,,,,,,,
OLD BAR,"$485,000",-1.52%,-1.22%,4.52%,$400,93,4.29%,108.260869565217
OLD BONALBO,,,,,,,,
OLD EROWAL BAY,"$400,000",4.58%,-4.76%,5.35%,$365,20,4.75%,109.692307692308
OLD GUILDFORD,"$753,000",7.57%,2.45%,7.60%,$430,15,2.97%,N/A
OLD JUNEE,,,,,,,,
OLD KOREELAH,,,,,,,,
OLD TOONGABBIE,"$825,500",-0.06%,2.87%,7.03%,$463,34,2.91%,16.3478260869565
ONE MILE,"$1,230,000",N/A,N/A,N/A,N/A,10,N/A,N/A
OOTHA,,,,,,,,
ORANGE,"$430,000",0.94%,4.88%,4.07%,$370,818,4.47%,77.6644407345576
ORANGE EAST,,,,,,,,
ORANGE GROVE,,,,,,,,
ORANGEVILLE,"$1,427,500",14.20%,1.96%,4.12%,N/A,12,N/A,N/A
ORCHARD HILLS,"$1,867,500",-0.40%,N/A,15.56%,N/A,10,N/A,N/A
ORIENT POINT,"$510,000",3.03%,3.03%,7.09%,N/A,11,N/A,N/A
OSTERLEY,,,,,,,,
OTFORD,"$1,200,000",N/A,N/A,N/A,N/A,11,N/A,N/A
OURA,"$356,000",N/A,N/A,N/A,N/A,10,N/A,N/A
OURIMBAH,"$745,000",1.92%,3.83%,6.36%,$420,44,2.93%,114.038461538462
OXFORD FALLS,,,,,,,,
OXLEY,,,,,,,,
OXLEY,,,,,,,,
OXLEY ISLAND,"$532,500",N/A,N/A,N/A,N/A,10,N/A,N/A
OXLEY PARK,"$620,000",0.81%,0.00%,8.00%,$360,35,3.02%,65.9130434782609
OXLEY VALE,"$320,000",0.79%,3.23%,1.46%,$350,50,5.69%,118.40625
OYSTER BAY,"$1,240,000",2.90%,14.29%,7.11%,$690,73,2.89%,50.75
PACIFIC PALMS,,,,,,,,
PADDINGTON,"$2,431,500",1.31%,12.44%,6.15%,"$1,100",221,2.35%,60.6956521739131
PADDYS FLAT,,,,,,,,
PADDYS FLAT,,,,,,,,
PADDYS RIVER,,,,,,,,
PADDYS RIVER,,,,,,,,
PADSTOW,"$982,500",3.20%,7.67%,6.76%,$560,147,2.96%,36.0327868852459
PADSTOW HEIGHTS,"$921,000",4.54%,2.62%,5.66%,$600,34,3.39%,34.125
PAGEWOOD,"$1,870,000",5.20%,26.78%,8.87%,$910,36,2.53%,N/A
PALING YARDS,,,,,,,,
PALING YARDS,,,,,,,,
PALLAMALLAWA,"$60,000",N/A,N/A,N/A,N/A,11,N/A,N/A
PALM BEACH,"$3,450,000",3.23%,2.34%,4.91%,"$1,100",61,1.66%,93.8529411764706
PALM GROVE,,,,,,,,
PALMDALE,,,,,,,,
PALMERS CHANNEL,,,,,,,,
PALMERS ISLAND,"$527,500",-11.57%,N/A,N/A,N/A,10,N/A,N/A
PAMBULA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAMBULA BEACH,"$634,277",-9.30%,-10.03%,2.99%,$470,10,3.85%,N/A
PAMPOOLAH,"$597,500",-2.85%,-5.91%,-5.91%,N/A,10,N/A,N/A
PANANIA,"$960,000",3.23%,6.96%,6.62%,$600,156,3.25%,41.6666666666667
PARINGI,,,,,,,,
PARKES,"$280,000",3.70%,5.66%,2.61%,$320,226,5.94%,112.755905511811
PARKESBOURNE,"$785,000",N/A,N/A,N/A,N/A,10,N/A,N/A
PARKLEA,"$920,000",6.21%,9.52%,6.62%,$495,15,2.80%,N/A
PARKVILLE,"$280,000",N/A,N/A,N/A,N/A,10,N/A,N/A
PARMA,,,,,,,,
PARRAMATTA,"$1,180,000",5.26%,26.20%,8.81%,$490,40,2.16%,50.4615384615385
PARRAMATTA WESTFIELD,,,,,,,,
PATERSON,"$705,000",-6.00%,2.92%,2.22%,N/A,16,N/A,99.2727272727273
PATONGA,"$990,000",0.00%,34.01%,11.26%,N/A,15,N/A,N/A
PAXTON,"$410,000",5.26%,21.48%,6.36%,$350,31,4.44%,92.2941176470588
PEAK HILL,"$132,500",-4.50%,-12.40%,9.36%,N/A,22,N/A,N/A
PEAK VIEW,,,,,,,,
PEAKHURST,"$1,003,000",0.30%,0.65%,6.16%,$600,102,3.11%,68.0666666666667
PEAKHURST HEIGHTS,"$1,160,000",1.84%,6.91%,5.52%,N/A,35,N/A,48.8571428571429
PEARL BEACH,"$1,295,000",8.82%,14.10%,6.29%,$500,36,2.01%,79
PEATS RIDGE,,,,,,,,
PEEL,,,,,,,,
PEELWOOD,,,,,,,,
PELAW MAIN,"$356,250",-1.72%,-2.73%,6.16%,$330,18,4.82%,66.4666666666667
PELICAN,"$712,500",-3.06%,N/A,4.48%,$450,16,3.28%,87.7692307692308
PELTON,,,,,,,,
PEMBROOKE,,,,,,,,
PEMULWUY,"$885,000",5.99%,1.03%,6.44%,$640,38,3.76%,61.2916666666667
PENDLE HILL,"$890,500",1.19%,4.76%,7.30%,$470,43,2.74%,66.375
PENNANT HILLS,"$1,432,000",6.03%,10.11%,7.04%,$650,71,2.36%,55.6060606060606
PENRITH,"$650,000",1.56%,0.78%,7.70%,$395,103,3.16%,64.4754098360656
PENROSE,"$471,005",1.40%,4.44%,4.57%,N/A,18,N/A,22.9
PENROSE,"$670,000",N/A,N/A,N/A,N/A,10,N/A,N/A
PENSHURST,"$1,150,000",2.68%,2.86%,5.75%,$620,60,2.80%,60.6956521739131
PERISHER VALLEY,,,,,,,,
PERTHVILLE,"$378,000",-16.00%,-6.67%,-6.67%,N/A,11,N/A,N/A
PETERSHAM,"$1,565,000",6.10%,25.20%,8.48%,$720,68,2.39%,41.1
PETERSHAM NORTH,,,,,,,,
PHEASANTS NEST,"$1,255,000",N/A,N/A,N/A,N/A,10,N/A,N/A
PHEGANS BAY,"$732,500",N/A,N/A,5.70%,$470,16,3.34%,69.4545454545455
PHILLIP BAY,"$1,860,000",N/A,N/A,N/A,N/A,11,N/A,N/A
PIALLAMORE,,,,,,,,
PIALLAWAY,,,,,,,,
PICKETTS VALLEY,,,,,,,,
PICNIC POINT,"$1,050,000",3.19%,10.35%,6.83%,$635,91,3.14%,43.2571428571429
PICTON,"$757,500",7.45%,8.21%,7.17%,$430,84,2.95%,86.9827586206897
PIGGABEEN,"$695,000",N/A,N/A,N/A,N/A,10,N/A,N/A
PILLAR VALLEY,"$454,200",N/A,N/A,N/A,N/A,11,N/A,N/A
PILLIGA,,,,,,,,
PIMLICO,,,,,,,,
PINDIMAR,"$421,500",-5.28%,-9.21%,-9.21%,N/A,10,N/A,N/A
PIORA,,,,,,,,
PITT TOWN,"$1,080,000",0.00%,-8.28%,12.34%,$650,57,3.13%,79.6842105263158
PITT TOWN BOTTOMS,,,,,,,,
PLEASANT HILLS,,,,,,,,
PLEASURE POINT,"$1,040,000",N/A,N/A,N/A,N/A,11,N/A,N/A
PLUMPTON,"$647,000",2.29%,1.09%,6.49%,$420,78,3.38%,51.6296296296296
POINT CLARE,"$685,000",-4.20%,-1.44%,6.35%,$425,56,3.23%,61.575
POINT FREDERICK,"$1,460,000",0.00%,21.06%,8.36%,$695,15,2.48%,N/A
POINT PIPER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POKOLBIN,"$952,500",-0.78%,-7.97%,4.08%,N/A,30,N/A,100.461538461538
POONCARIE,,,,,,,,
PORT BOTANY,,,,,,,,
PORT HACKING,"$1,852,500",7.39%,10.93%,4.32%,N/A,11,N/A,N/A
PORT KEMBLA,"$662,500",2.63%,6.85%,8.38%,$425,59,3.34%,84.7826086956522
PORT MACQUARIE,"$575,000",2.45%,0.88%,4.19%,$450,749,4.07%,74.9268817204301
PORT MACQUARIE BC,,,,,,,,
PORTERS RETREAT,,,,,,,,
PORTLAND,"$270,000",1.89%,-0.46%,5.39%,$290,34,5.59%,89.1153846153846
POSSUM BRUSH,,,,,,,,
POSSUM CREEK,,,,,,,,
POTATO POINT,"$390,500",N/A,N/A,N/A,N/A,10,N/A,N/A
POTTS HILL,"$1,320,000",2.05%,N/A,N/A,N/A,10,N/A,N/A
POTTS POINT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
POTTSVILLE,"$769,000",2.19%,5.34%,4.54%,$583,100,3.94%,70.1688311688312
POTTSVILLE BEACH,,,,,,,,
PRAIRIEWOOD,"$810,000",0.43%,2.53%,6.75%,$445,17,2.86%,N/A
PREMER,,,,,,,,
PRESTONS,"$732,000",0.00%,0.45%,5.33%,$525,105,3.73%,44.1034482758621
PRETTY BEACH,"$1,032,000",N/A,N/A,4.92%,N/A,10,N/A,N/A
PRETTY BEACH,,,,,,,,
PRIMBEE,"$610,000",-6.15%,-10.29%,5.24%,$415,16,3.54%,92
PROSPECT,"$785,000",0.64%,2.28%,6.83%,$410,45,2.72%,37.9047619047619
PULLABOOKA,,,,,,,,
PULLETOP,,,,,,,,
PUMPENBIL,,,,,,,,
PUNCHBOWL,,,,,,,,
PUNCHBOWL,"$843,750",1.66%,2.90%,7.00%,$520,114,3.20%,63.6857142857143
PURFLEET,,,,,,,,
PURLEWAUGH,,,,,,,,
PUTNEY,"$2,150,500",1.18%,8.61%,7.32%,"$1,095",42,2.65%,72.3
PUTTA BUCCA,,,,,,,,
PUTTY,"$420,000",-13.33%,N/A,N/A,N/A,10,N/A,N/A
PYMBLE,"$2,350,000",2.53%,-0.09%,6.06%,"$1,000",118,2.21%,78.1428571428571
PYREE,,,,,,,,
PYRMONT,"$1,395,500",N/A,N/A,6.30%,$770,10,2.87%,N/A
QUAAMA,"$435,000",N/A,N/A,N/A,N/A,10,N/A,N/A
QUAKERS HILL,"$785,000",1.62%,6.88%,6.94%,$450,266,2.98%,31.5602409638554
QUAMBONE,,,,,,,,
QUANDIALLA,,,,,,,,
QUEANBEYAN,"$530,000",0.47%,0.95%,2.02%,$470,53,4.61%,86.6071428571429
QUEANBEYAN EAST,"$605,000",0.00%,2.48%,2.49%,$470,29,4.04%,66.4
QUEANBEYAN WEST,"$589,500",2.52%,4.34%,2.96%,$480,32,4.23%,78.9473684210526
QUEENS PARK,"$2,735,000",-0.55%,3.80%,4.99%,"$1,450",36,2.76%,N/A
QUEENSCLIFF,"$2,740,000",0.00%,-7.13%,10.38%,$875,17,1.66%,N/A
QUIALIGO,,,,,,,,
QUIRINDI,"$247,500",17.86%,16.47%,4.98%,$270,57,5.67%,129.578947368421
QUORROBOLONG,"$922,500",-2.89%,N/A,N/A,N/A,11,N/A,N/A
RABY,"$602,500",0.50%,-2.82%,6.43%,$420,72,3.62%,38.1833333333333
RAGLAN,"$402,500",5.92%,0.63%,2.87%,$380,20,4.91%,80.5
RAINBOW FLAT,"$652,500",-4.74%,2.35%,7.27%,N/A,12,N/A,N/A
RALEIGH,"$570,000",N/A,4.84%,5.75%,N/A,12,N/A,N/A
RAMORNIE,,,,,,,,
RAMSGATE,"$1,429,000",0.63%,21.62%,14.76%,$600,10,2.18%,N/A
RAMSGATE BEACH,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RAND,,,,,,,,
RANDWICK,"$2,560,000",1.15%,8.94%,6.68%,$950,121,1.93%,70.96875
RANKIN PARK,"$615,000",0.82%,2.93%,4.81%,$480,44,4.06%,28
RANKINS SPRINGS,,,,,,,,
RAPPVILLE,"$157,500",N/A,N/A,N/A,N/A,10,N/A,N/A
RATHMINES,"$567,500",10.73%,1.34%,6.26%,$425,34,3.89%,78.7272727272727
RAVENSDALE,,,,,,,,
RAVENSWOOD,"$173,000",N/A,N/A,N/A,N/A,10,N/A,N/A
RAVENSWORTH,,,,,,,,
RAWORTH,"$522,500",-0.48%,-10.68%,2.84%,$450,40,4.48%,84.3461538461538
RAYMOND TERRACE,"$407,500",5.30%,4.49%,4.25%,$360,211,4.59%,88.5034965034965
RAYMOND TERRACE EAST,,,,,,,,
RAZORBACK,"$1,387,500",-4.31%,N/A,8.14%,N/A,12,N/A,73
RAZORBACK,,,,,,,,
RED HEAD,"$606,500",0.00%,4.12%,3.77%,$390,16,3.34%,178.3
RED HILL,,,,,,,,
RED HILL,,,,,,,,
RED HILL,,,,,,,,
RED RANGE,,,,,,,,
RED ROCK,"$510,000",N/A,N/A,6.24%,N/A,10,N/A,106.8
REDBANK,"$665,000",N/A,N/A,N/A,N/A,10,N/A,N/A
REDBOURNBERRY,"$460,000",N/A,N/A,N/A,N/A,10,N/A,N/A
REDDESTONE,,,,,,,,
REDFERN,"$1,405,000",0.18%,4.46%,6.30%,$800,87,2.96%,27.9130434782609
REDHEAD,"$980,000",-0.51%,2.62%,5.99%,$490,32,2.60%,66.8823529411765
REEDY CREEK,,,,,,,,
REEDY CREEK,,,,,,,,
REEFTON,,,,,,,,
REGENTS PARK,"$833,000",6.79%,17.32%,7.33%,$478,30,2.98%,N/A
REGENTVILLE,"$740,000",1.02%,5.71%,7.21%,$408,13,2.86%,N/A
REIDS FLAT,,,,,,,,
REIDSDALE,,,,,,,,
RENNIE,,,,,,,,
REPTON,"$658,500",19.73%,8.84%,5.12%,N/A,10,N/A,N/A
RESERVE CREEK,,,,,,,,
REVESBY,"$970,000",3.19%,4.98%,7.13%,$550,154,2.95%,46.3225806451613
REVESBY HEIGHTS,"$920,000",1.32%,4.55%,5.42%,$670,35,3.79%,N/A
REVESBY NORTH,,,,,,,,
RHODES,"$2,470,000",-1.20%,N/A,29.75%,$600,10,1.26%,N/A
RICHMOND,"$627,500",0.40%,-7.89%,5.91%,$420,66,3.48%,79.8333333333333
RICHMOND HILL,"$695,000",5.30%,-8.55%,7.60%,N/A,11,N/A,N/A
RICHMOND LOWLANDS,,,,,,,,
RILEYS HILL,,,,,,,,
RIVERSIDE,"$599,000",0.00%,N/A,N/A,N/A,11,N/A,N/A
RIVERSTONE,"$720,000",0.42%,-1.37%,7.26%,$500,233,3.61%,81.0597014925373
RIVERVIEW,"$2,380,000",0.85%,-3.84%,5.32%,"$1,100",45,2.40%,51.0454545454546
RIVERVIEW,,,,,,,,
RIVERWOOD,"$882,500",0.40%,-1.94%,5.73%,$520,62,3.06%,86.8695652173913
ROBERTSON,"$747,500",0.67%,-4.78%,8.13%,$460,47,3.20%,118.117647058824
ROBIN HILL,"$950,000",0.00%,4.40%,6.26%,N/A,11,N/A,N/A
ROCK FLAT,,,,,,,,
ROCK FOREST,,,,,,,,
ROCK VALLEY,,,,,,,,
ROCKDALE,"$1,155,000",2.85%,7.94%,7.13%,$610,44,2.75%,N/A
ROCKDALE DC,,,,,,,,
ROCKLEY,"$320,750",N/A,N/A,N/A,N/A,10,N/A,N/A
ROCKY CREEK,,,,,,,,
ROCKY CREEK,,,,,,,,
ROCKY HALL,,,,,,,,
ROCKY POINT,"$557,500",N/A,N/A,N/A,N/A,11,N/A,N/A
ROCKY RIVER,,,,,,,,
ROCKY RIVER,,,,,,,,
RODD POINT,"$1,990,000",2.45%,9.19%,6.84%,$850,17,2.22%,N/A
ROLLANDS PLAINS,,,,,,,,
ROOTY HILL,"$678,000",0.89%,5.94%,7.36%,$420,108,3.22%,47.5084745762712
ROPES CROSSING,"$650,000",2.81%,0.00%,5.03%,$495,63,3.96%,35.6470588235294
ROSE BAY,"$4,150,000",1.22%,-0.95%,7.24%,"$1,400",39,1.75%,82.7272727272727
ROSE BAY NORTH,,,,,,,,
ROSE VALLEY,,,,,,,,
ROSE VALLEY,,,,,,,,
ROSEBANK,"$760,000",0.00%,N/A,N/A,N/A,10,N/A,N/A
ROSEBERRY,,,,,,,,
ROSEBERRY CREEK,,,,,,,,
ROSEBERY,"$1,850,000",6.63%,12.63%,10.24%,$750,46,2.11%,72.3571428571429
ROSEDALE,"$839,000",1.57%,23.38%,8.47%,"$1,000",11,6.20%,N/A
ROSEHILL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ROSELANDS,"$960,000",-0.62%,0.95%,6.87%,$585,100,3.17%,66.4318181818182
ROSEMEADOW,"$550,000",2.80%,3.29%,6.37%,$390,69,3.69%,48.5416666666667
ROSEVILLE,"$2,615,000",7.26%,2.55%,6.57%,"$1,130",116,2.25%,58.7692307692308
ROSEVILLE CHASE,"$2,355,000",3.74%,21.08%,7.03%,"$1,200",14,2.65%,N/A
ROSEWOOD,,,,,,,,
ROSEWOOD,,,,,,,,
ROSLYN,,,,,,,,
ROSSMORE,"$3,200,000",3.23%,42.22%,20.07%,$550,13,0.89%,159.4
ROTHBURY,"$960,000",11.63%,10.03%,6.95%,N/A,24,N/A,88.416666667
ROTO,,,,,,,,
ROUCHEL,,,,,,,,
ROUND CORNER,,,,,,,,
ROUND MOUNTAIN,,,,,,,,
ROUS,"$775,000",N/A,N/A,N/A,N/A,10,N/A,N/A
ROUS MILL,,,,,,,,
ROUSE HILL,"$930,000",1.09%,-5.10%,5.41%,$600,153,3.35%,46.2278481012658
ROWENA,,,,,,,,
ROWLANDS CREEK,,,,,,,,
ROYAL NORTH SHORE HOSPITAL,,,,,,,,
ROYALLA,"$1,187,500",N/A,-0.07%,5.86%,N/A,10,N/A,N/A
ROZELLE,"$1,762,500",5.60%,16.80%,7.93%,$775,100,2.29%,42.75
RUFUS RIVER,,,,,,,,
RUGBY,,,,,,,,
RUKENVALE,,,,,,,,
RUN O WATERS,"$875,000",4.29%,14.30%,10.24%,N/A,10,N/A,N/A
RUNNING STREAM,,,,,,,,
RUNNYFORD,,,,,,,,
RUSE,"$610,000",2.95%,5.90%,6.49%,$418,71,3.56%,26.8888888888889
RUSHCUTTERS BAY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RUSSELL LEA,"$1,855,500",0.84%,13.69%,7.30%,$875,45,2.45%,53.0714285714286
RUSSELL VALE,"$877,500",2.03%,11.08%,8.42%,$550,10,3.26%,N/A
RUTHERFORD,"$420,000",0.84%,1.36%,3.99%,$380,240,4.70%,63.9081081081081
RYAN,,,,,,,,
RYDAL,"$499,000",N/A,N/A,N/A,N/A,10,N/A,N/A
RYDALMERE,"$1,120,000",2.05%,7.95%,8.48%,$495,64,2.30%,48.4848484848485
RYDE,"$1,515,000",3.06%,10.50%,7.72%,$660,172,2.27%,59.3333333333333
RYE PARK,"$425,000",-1.16%,N/A,N/A,N/A,11,N/A,N/A
RYLSTONE,"$349,000",9.75%,24.64%,5.04%,$300,19,4.47%,161.785714285714
